#{"t_start": 1639682874.3614974, "env_id": null}
r,l,t
-5,705,2064.364472
-5,1316,2065.542522
-5,943,2066.333723
-5,1404,2067.605475
-5,805,2068.286453
-5,1296,2069.909091
-5,683,2070.596559
-3,1516,2072.249121
-4,717,2073.133219
-4,1084,2074.760091
-5,1035,2075.879472
-5,1015,2076.828864
-4,1399,2078.198835
-5,1220,2079.640716
-4,897,2080.514621
-5,1011,2081.433154
-5,841,2082.321789
-5,1618,2083.946005
-5,737,2084.612982
-5,867,2085.605385
-5,1082,2086.590858
-5,1229,2087.940916
-5,665,2088.609903
-5,710,2089.25148
-5,849,2090.569904
-5,949,2091.82004
-4,939,2093.104773
-5,641,2093.961349
-5,811,2094.994416
-5,588,2095.633811
-5,768,2096.773942
-5,1017,2098.134979
-5,1099,2099.616246
-5,428,2100.422745
-5,897,2101.541551
-5,1314,2103.545274
-5,571,2104.362365
-5,1177,2106.049711
-5,1749,2108.28237
-5,984,2109.591277
-5,809,2110.632976
-5,789,2111.686156
-5,949,2112.878363
-5,511,2113.438123
-5,678,2114.36895
-4,1164,2115.866614
-5,1018,2117.202121
-5,742,2118.274451
-5,910,2119.59143
-5,697,2120.740599
-5,1327,2123.088202
-5,878,2124.419683
-5,504,2125.504059
-5,559,2126.62422
-5,1201,2128.748759
-5,532,2129.379031
-5,1131,2130.892828
-5,855,2132.241235
-5,1085,2134.110582
-5,949,2135.347124
-5,720,2136.337314
-5,668,2137.649633
-5,868,2140.446337
-5,706,2141.409487
-4,795,2142.441998
-5,859,2143.619845
-5,833,2144.552982
-5,993,2146.605146
-5,814,2148.631916
-5,704,2149.829557
-5,1107,2151.348583
-5,919,2152.575419
-5,1182,2154.065677
-5,798,2155.217612
-5,1431,2157.349096
-5,902,2159.157567
-5,603,2160.059976
-5,1138,2161.706067
-5,981,2163.065273
-5,625,2163.828773
-5,1160,2165.282831
-5,1553,2167.323093
-5,894,2168.495804
-5,908,2169.645072
-4,1007,2170.876174
-5,1073,2172.181536
-5,1285,2173.784707
-4,817,2174.815672
-5,1063,2176.145284
-5,759,2177.151082
-4,1365,2178.781633
-5,716,2179.731554
-5,886,2180.721958
-5,1706,2182.905558
-4,903,2184.033945
-5,1224,2185.536205
-5,736,2186.493435
-4,865,2187.559957
-5,1015,2188.898988
-5,616,2189.596915
-5,705,2190.605869
-4,1315,2192.25983
-5,1268,2194.059782
-5,1536,2195.886449
-5,587,2196.716653
-5,503,2197.268541
-5,1225,2198.81579
-5,855,2200.001434
-5,815,2201.26796
-4,1224,2203.040874
-5,836,2204.221411
-5,859,2205.39162
-4,1582,2207.526299
-5,830,2208.749691
-5,698,2209.766464
-5,1020,2211.050386
-5,1988,2213.604347
-5,1240,2215.142351
-5,1202,2216.661473
-4,824,2217.749892
-5,631,2218.601604
-5,1042,2219.888548
-5,950,2221.117969
-4,1139,2222.563993
-5,1087,2223.903456
-5,815,2224.794464
-5,860,2225.878934
-5,1037,2227.216869
-5,1055,2228.594833
-5,548,2229.095891
-5,938,2229.921732
-4,836,2230.648797
-5,1659,2232.079283
-4,1282,2233.234931
-5,1682,2234.765644
-5,1220,2235.98328
-4,1859,2237.796393
-5,979,2238.775276
-4,1205,2239.908137
-5,1006,2240.834725
-4,1163,2241.878825
-4,1210,2242.942674
-5,952,2243.784326
-5,956,2244.605824
-5,1226,2245.652416
-5,886,2246.420047
-5,1351,2247.633633
-5,1212,2248.743344
-5,914,2249.564516
-5,1084,2250.594145
-5,1029,2251.543373
-5,1200,2252.721619
-4,1640,2254.352462
-5,1320,2255.652729
-5,487,2256.114701
-5,714,2256.802714
-4,1213,2258.026551
-5,918,2258.888947
-5,937,2259.750525
-5,961,2260.652484
-5,1263,2261.907739
-4,1437,2263.276783
-5,1105,2264.358177
-5,1048,2265.290535
-5,1077,2266.307609
-5,1171,2267.465875
-5,1373,2268.774867
-4,865,2269.656284
-5,1198,2270.81233
-4,940,2271.735168
-5,1006,2272.717031
-5,888,2273.598871
-5,1545,2274.995501
-5,1104,2275.981425
-5,763,2276.698309
-5,900,2277.541359
-5,1171,2278.775095
-5,1227,2279.905125
-5,1237,2281.179758
-5,965,2282.165083
-4,1140,2283.335458
-5,747,2284.200213
-5,1174,2285.474699
-5,730,2286.207938
-5,813,2286.958096
-5,867,2287.792107
-5,1002,2288.746477
-5,820,2289.595673
-5,720,2290.307276
-5,1131,2291.369945
-4,1248,2292.605952
-4,924,2293.449011
-5,1179,2294.474691
-5,722,2295.119063
-5,1296,2296.298873
-5,712,2296.933294
-5,897,2297.72224
-5,861,2298.465488
-5,1592,2299.819622
-5,934,2300.616606
-5,667,2301.161975
-5,945,2301.932212
-5,1235,2302.982376
-5,729,2303.572369
-5,605,2304.054086
-5,1088,2304.981156
-5,1132,2305.912824
-5,1121,2306.81928
-5,1055,2307.697917
-5,1352,2308.843751
-5,1077,2309.836251
-4,912,2310.608118
-5,797,2311.233235
-5,450,2311.602892
-5,1575,2312.935243
-5,807,2313.660117
-5,1212,2314.720186
-5,879,2315.454222
-5,885,2316.235468
-5,981,2317.077624
-4,1293,2318.237524
-5,1114,2319.204257
-5,921,2320.037917
-5,941,2320.862025
-4,1046,2321.778803
-5,643,2322.33715
-5,780,2323.003183
-5,855,2323.779853
-5,809,2324.506204
-5,1278,2326.247298
-2,1979,2328.800394
-5,803,2329.687444
-5,636,2330.558135
-4,1564,2332.470097
-5,681,2333.364849
-3,763,2334.355917
-5,1115,2335.722732
-5,1159,2337.166922
-5,1126,2338.622528
-5,865,2339.738492
-5,736,2340.705341
-5,726,2341.527481
-5,1355,2343.301592
-5,1742,2345.51318
-5,1231,2347.036556
-5,900,2348.18833
-5,1003,2349.484732
-5,698,2350.262372
-5,1091,2351.713392
-4,635,2352.591919
-5,907,2353.762823
-5,1831,2356.111372
-5,1166,2357.570801
-5,1212,2359.127041
-5,543,2359.741855
-5,845,2360.889362
-5,828,2361.945281
-5,1286,2363.855757
-5,1306,2365.656177
-5,674,2366.36954
-5,1216,2367.861974
-5,725,2368.815455
-3,1940,2371.412438
-5,1120,2372.890586
-4,1668,2374.989068
-4,1248,2376.683625
-5,1111,2378.260348
-4,1294,2380.032527
-5,1403,2382.004384
-5,1260,2383.761716
-5,1066,2385.258775
-5,883,2386.445563
-5,1037,2387.806568
-5,1033,2389.080522
-5,1152,2390.462936
-4,767,2391.462868
-3,1327,2393.026521
-5,1244,2394.641557
-5,827,2395.868309
-5,827,2397.657459
-5,1149,2399.320188
-5,961,2400.755677
-4,1218,2402.42774
-5,905,2403.70099
-4,1660,2406.259363
-4,1005,2408.420971
-5,935,2410.270662
-5,1087,2411.871924
-5,1060,2413.319367
-5,893,2414.549435
-5,669,2415.345494
-5,710,2416.510511
-5,1593,2418.608331
-5,960,2419.956052
-5,870,2421.10266
-5,1042,2422.45859
-5,869,2423.581335
-5,1094,2425.01585
-5,1139,2426.421156
-5,682,2427.309996
-5,899,2428.467167
-4,855,2429.616419
-5,898,2430.853976
-4,1289,2432.594258
-5,942,2433.9457
-5,1128,2435.511482
-5,2246,2438.808949
-5,619,2439.675694
-5,955,2440.950435
-5,1448,2442.780302
-4,1379,2444.476039
-5,1310,2446.250322
-5,1287,2447.824688
-5,1096,2449.202726
-5,1047,2450.484891
-3,1801,2452.811359
-5,867,2454.005811
-5,1853,2457.215014
-5,1703,2461.120886
-5,1097,2462.061539
-5,1498,2463.401435
-3,1437,2464.684255
-5,1185,2465.733303
-5,931,2466.564604
-5,1357,2467.807752
-5,1013,2468.783088
-5,1260,2469.908942
-5,1264,2471.012267
-4,1402,2472.31841
-4,1176,2473.722977
-5,975,2474.921039
-5,1020,2476.12049
-4,1036,2477.238029
-5,651,2478.017011
-5,1201,2479.530385
-5,2070,2481.731094
-5,2037,2483.64573
-5,1152,2484.774629
-5,1339,2486.132952
-5,848,2486.999599
-5,1314,2488.455134
-4,1291,2489.845779
-4,1803,2491.819389
-4,650,2492.528371
-5,1253,2493.73062
-3,1825,2495.439946
-5,1502,2496.882389
-5,907,2497.684314
-5,809,2498.427318
-5,684,2499.031426
-5,1067,2499.982826
-4,1681,2501.441489
-5,696,2502.035049
-5,1608,2503.446556
-4,1032,2504.38008
-5,1123,2505.374509
-5,1268,2506.483118
-5,1332,2507.682689
-3,1460,2508.96787
-5,818,2509.680642
-5,2176,2511.602718
-5,1292,2512.721283
-5,737,2513.376348
-4,1140,2514.366429
-5,1336,2515.542479
-5,2225,2517.48543
-5,1492,2518.774184
-5,1182,2519.832946
-5,861,2520.62769
-5,750,2521.399147
-5,2186,2523.406413
-5,962,2524.25335
-5,688,2524.889179
-5,867,2525.676273
-5,1766,2527.220582
-5,784,2527.906873
-5,1855,2529.588659
-5,905,2530.398644
-5,1415,2531.708484
-4,1247,2532.902103
-5,1069,2533.948858
-5,1110,2534.928498
-4,1259,2536.053525
-4,1396,2537.332708
-5,823,2538.057207
-4,2165,2539.990101
-5,1222,2541.082693
-5,1789,2542.680962
-5,1427,2544.065422
-5,1105,2545.143742
-5,2358,2547.212788
-5,1016,2548.157357
-5,1691,2549.686311
-5,1217,2550.776614
-4,964,2551.609784
-3,1460,2552.970579
-5,2230,2555.184055
-5,1058,2556.208777
-2,1495,2557.537609
-5,1069,2558.480682
-5,607,2559.012427
-5,1808,2560.609471
-4,854,2561.380589
-5,1788,2562.936847
-5,1455,2564.177149
-5,1379,2565.387318
-5,1425,2566.658585
-5,754,2567.300893
-4,1069,2568.216646
-5,1902,2569.871133
-5,1391,2571.058375
-5,853,2571.802701
-3,1152,2572.797662
-5,1745,2574.316277
-4,800,2575.004726
-5,913,2575.784169
-5,777,2576.449568
-4,1024,2577.352032
-5,834,2578.454064
-5,937,2579.621982
-5,1242,2581.136112
-5,1576,2583.18786
-5,584,2583.836352
-5,1325,2585.436866
-5,885,2586.59191
-4,2320,2589.597816
-5,1166,2591.01815
-5,905,2592.174058
-5,977,2593.322379
-5,714,2594.26199
-5,1528,2596.189768
-4,1639,2598.103793
-5,1026,2599.346033
-5,594,2600.132126
-5,625,2600.836611
-5,1965,2603.326002
-5,792,2604.330336
-5,766,2605.324669
-5,753,2606.297456
-4,1707,2608.26596
-5,740,2609.258934
-4,1268,2610.822408
-5,1308,2612.525909
-5,913,2613.528682
-5,725,2614.481873
-5,1312,2616.059706
-5,1272,2617.792828
-5,1316,2619.371439
-5,822,2620.411426
-5,1639,2622.388522
-5,1200,2623.972996
-5,1101,2625.355388
-3,995,2626.578473
-4,2419,2629.517493
-4,1547,2631.351683
-5,1424,2633.244512
-5,1092,2634.548137
-5,930,2635.712685
-5,938,2636.902363
-5,1480,2638.626079
-5,1994,2641.131034
-5,893,2642.261288
-3,1480,2644.043496
-5,1522,2646.034151
-4,1488,2647.793206
-4,1649,2649.888616
-5,905,2651.008112
-5,1463,2652.77516
-4,762,2653.785102
-5,1389,2655.438364
-5,1371,2657.266669
-4,1833,2659.561511
-4,2600,2662.668737
-5,1043,2663.969863
-4,768,2664.978706
-5,728,2665.905651
-5,1073,2667.259356
-4,1255,2668.801118
-5,879,2669.905874
-5,1521,2671.707784
-4,1166,2673.168295
-5,1315,2674.895071
-5,1128,2676.547301
-5,1800,2678.619855
-3,1378,2680.424634
-5,1190,2681.939349
-5,981,2683.140937
-5,1351,2684.786163
-5,1199,2686.213184
-5,1604,2688.230483
-5,1234,2689.705353
-5,854,2690.800799
-5,1122,2692.192062
-5,698,2693.0903
-4,872,2694.204441
-5,1350,2695.801945
-5,1180,2697.256566
-5,1054,2698.532685
-5,1929,2700.891664
-5,1248,2702.858814
-5,1724,2704.393468
-5,1250,2705.471899
-5,1902,2707.162717
-4,1016,2708.06496
-5,1158,2709.057332
-5,2026,2710.781591
-3,1298,2711.883805
-5,1079,2712.842127
-5,1573,2714.174358
-4,1392,2715.357998
-4,1143,2716.3611
-5,1323,2717.478575
-5,1351,2718.621983
-5,1365,2719.814415
-5,1483,2721.070803
-5,1896,2722.683422
-5,1053,2723.621323
-5,813,2724.312021
-5,1160,2725.29403
-5,1791,2726.895373
-3,1782,2729.078119
-5,631,2729.799048
-5,1451,2731.537223
-5,1525,2733.178581
-5,1103,2734.44656
-5,991,2735.469733
-5,1387,2736.879315
-5,1519,2738.274268
-4,1461,2739.568681
-5,1986,2741.488665
-5,1523,2743.014109
-5,1086,2744.08462
-5,1036,2745.164571
-4,1699,2746.690825
-5,1383,2747.874306
-5,1603,2749.262823
-5,1671,2750.715239
-5,851,2751.438193
-5,1843,2753.179835
-3,1214,2754.325815
-5,671,2754.952401
-4,1881,2756.614087
-4,1400,2757.825734
-5,996,2758.791304
-5,647,2759.340932
-5,1059,2760.250169
-5,1087,2761.166674
-5,737,2761.816219
-5,635,2762.484121
-4,1907,2764.329734
-4,1406,2765.535025
-4,3000,2768.15529
-5,1353,2769.308743
-5,1906,2770.944952
-5,955,2771.763012
-5,1255,2772.849097
-5,910,2773.654407
-5,1204,2774.72
-5,905,2775.500834
-4,1652,2776.91277
-4,1580,2778.307472
-5,1224,2779.336129
-4,1472,2780.588672
-4,1339,2781.725252
-5,1290,2782.840027
-5,1925,2784.493299
-5,1945,2786.182543
-5,1747,2787.768328
-4,1021,2788.718652
-5,1778,2790.408391
-5,938,2791.35821
-5,1623,2792.83305
-5,1037,2793.785298
-5,1423,2795.130781
-5,1945,2796.901893
-4,1311,2798.115409
-5,1246,2799.247858
-5,790,2799.969081
-5,739,2800.639078
-5,1173,2801.846657
-5,878,2802.887386
-5,1666,2804.503281
-4,2152,2806.53255
-5,611,2807.093673
-5,1334,2808.319124
-5,1487,2809.678873
-5,1908,2811.437238
-5,929,2812.285823
-5,1395,2813.633441
-5,953,2814.538794
-5,1018,2815.473442
-5,1615,2816.957886
-5,970,2817.847547
-4,713,2818.53605
-5,1146,2819.571699
-5,1958,2821.363506
-5,799,2822.133815
-5,1307,2823.429793
-5,1017,2824.35709
-5,1360,2826.390749
-5,1485,2828.512892
-4,1950,2831.736602
-5,1098,2833.345888
-5,1485,2835.587803
-4,1799,2838.241602
-5,1307,2840.120496
-5,847,2841.370986
-5,1670,2844.76849
-5,1192,2847.40846
-5,1775,2850.025964
-5,1683,2852.355177
-5,1178,2853.933486
-5,1484,2856.053335
-5,1114,2857.510148
-5,1382,2859.321564
-5,911,2860.47091
-5,1351,2862.130357
-5,1270,2863.933835
-5,703,2865.01077
-4,998,2866.414551
-5,2067,2870.267643
-4,1870,2873.663098
-5,1655,2875.914104
-5,1701,2878.014309
-5,1306,2879.702204
-5,733,2880.850959
-5,1221,2882.59372
-5,1349,2885.415918
-5,1403,2889.778896
-5,1009,2891.942464
-4,1765,2894.591389
-5,1453,2896.601661
-5,1144,2898.219043
-5,553,2899.03843
-5,893,2900.220755
-4,1300,2901.785
-5,1278,2903.338116
-4,1226,2904.867359
-5,1693,2907.055022
-5,1843,2909.53908
-5,1331,2911.211858
-5,918,2912.420581
-5,1989,2914.976894
-4,672,2915.883727
-5,1365,2917.495261
-5,1065,2918.843381
-5,1789,2921.162446
-4,1598,2923.010333
-5,1307,2924.790304
-4,1257,2926.33349
-5,1035,2927.605938
-5,1619,2929.565663
-5,1392,2931.404749
-5,1565,2933.235255
-4,2448,2936.383382
-5,1207,2937.833149
-5,1355,2939.521795
-4,1908,2941.851965
-5,1520,2943.853893
-4,2282,2946.751877
-5,1052,2948.168481
-4,1017,2949.702598
-5,1529,2951.928647
-5,1166,2953.682821
-4,1982,2956.553184
-4,809,2957.739991
-5,1465,2959.946819
-5,1255,2961.572775
-5,1178,2963.006229
-5,1311,2964.695234
-5,1583,2966.724515
-5,586,2967.837047
-4,965,2968.676243
-5,1368,2969.869569
-5,1015,2970.754733
-5,1138,2971.868317
-4,1177,2973.028229
-5,1333,2974.489774
-5,1484,2976.152556
-5,1538,2977.97935
-5,1186,2979.096154
-5,1137,2980.110127
-5,565,2980.663047
-5,647,2981.303854
-5,1460,2982.856793
-5,779,2983.581233
-5,2603,2985.840669
-5,651,2986.40667
-5,1219,2987.439728
-5,1208,2988.457848
-5,1378,2989.813913
-4,1479,2991.258126
-4,1325,2992.608261
-5,945,2993.803384
-1,2606,2998.754877
-5,1113,3000.780777
-4,1344,3004.756979
-5,1283,3006.534273
-5,1823,3010.279925
-4,2115,3013.838448
-5,1098,3016.386267
-5,1029,3018.639858
-5,885,3020.668211
-5,2343,3025.093568
-5,1855,3027.149795
-5,2033,3029.209814
-5,1012,3030.129456
-5,1449,3031.414177
-5,688,3032.22904
-5,685,3032.927862
-5,1525,3034.449153
-5,763,3035.298687
-5,807,3036.206897
-4,1525,3037.50568
-5,958,3038.318419
-5,899,3039.139756
-5,1276,3040.302062
-5,1858,3041.955001
-5,1004,3042.918445
-5,1073,3043.906757
-5,616,3044.47226
-2,3000,3047.240734
-5,1501,3048.890385
-5,1464,3050.383403
-4,3000,3053.335868
-5,1756,3054.939904
-4,1092,3055.964118
-5,1421,3057.417435
-4,1679,3059.030218
-5,1018,3059.977141
-5,1586,3061.483097
-5,2704,3064.11619
-5,929,3064.93969
-4,2322,3067.014931
-5,1391,3068.197004
-5,2425,3070.346306
-5,1217,3071.388
-5,1388,3072.617989
-5,1383,3074.112281
-4,1804,3076.246448
-5,774,3077.018472
-5,2151,3078.888247
-5,1955,3080.600251
-5,1578,3082.000054
-5,1207,3083.03179
-5,1509,3084.338427
-5,891,3085.074129
-2,3000,3087.655053
-4,1928,3089.326893
-5,1153,3090.339016
-5,1077,3091.255911
-5,708,3091.868445
-5,453,3092.276013
-5,1583,3093.662487
-5,901,3094.42321
-5,1356,3095.600267
-5,904,3096.405691
-5,2125,3098.28519
-5,754,3098.937491
-4,2193,3100.811684
-5,1495,3102.087267
-5,1661,3103.557615
-5,963,3104.364635
-4,1516,3105.654848
-5,2058,3107.437702
-5,794,3108.102584
-5,1407,3109.32816
-4,1304,3110.438051
-4,1301,3111.555569
-5,1096,3112.469938
-5,837,3113.171063
-5,931,3114.351224
-5,1489,3116.254596
-5,1367,3117.835144
-5,1456,3119.546531
-5,1047,3120.807985
-5,1418,3122.636071
-5,1147,3124.01977
-5,2121,3126.634443
-5,2186,3129.340618
-4,1456,3131.194247
-5,1364,3132.83248
-5,1838,3135.120782
-5,615,3135.773101
-5,1508,3137.712267
-5,1594,3139.535738
-4,1394,3141.330015
-5,1597,3143.150138
-5,2716,3146.487367
-4,1976,3148.904186
-5,1948,3151.296816
-5,1004,3152.519236
-3,3000,3156.150506
-4,1542,3157.944754
-4,3000,3162.590944
-4,1717,3165.927335
-5,1074,3168.646047
-5,1195,3171.276623
-5,1273,3173.030601
-5,1037,3174.381783
-5,1169,3176.197274
-5,1433,3178.228848
-5,2299,3181.16329
-5,1031,3182.466671
-4,1317,3184.131063
-5,1560,3186.172587
-5,918,3187.331342
-5,826,3188.542573
-5,1256,3190.504425
-5,1032,3192.165854
-5,2762,3196.085566
-5,1909,3198.377602
-5,1231,3200.10902
-5,2739,3203.384584
-2,2814,3206.907796
-5,980,3208.10253
-5,496,3208.657328
-4,3000,3212.368613
-5,1493,3214.337912
-5,1492,3216.050601
-5,2686,3219.459244
-5,2590,3222.683987
-5,1690,3224.801479
-5,1812,3227.133135
-4,2344,3230.020545
-5,1038,3231.329257
-5,929,3232.461555
-5,1360,3234.146595
-5,1133,3235.86068
-4,1858,3238.047193
-5,1113,3239.513323
-4,1938,3242.505116
-5,2236,3247.198013
-5,1051,3248.145765
-5,2447,3250.371862
-5,2281,3252.452436
-4,2729,3255.185022
-5,1525,3256.800961
-4,3000,3259.822
-2,3000,3262.425322
-5,1139,3263.407166
-4,3000,3265.981274
-5,1547,3267.301985
-5,2569,3269.507682
-4,3000,3272.104605
-4,3000,3274.867963
-5,2018,3277.206083
-4,1281,3278.672538
-5,2962,3281.812682
-5,2290,3283.764556
-5,2465,3286.065685
-5,1323,3287.415085
-3,2489,3289.750784
-5,2912,3292.34731
-4,3000,3294.94375
-4,2401,3297.057354
-5,1818,3298.715784
-4,2763,3301.131656
-4,1418,3302.487067
-5,1284,3303.714323
-5,1358,3304.880692
-2,3000,3307.457797
-3,3000,3310.091339
-5,1068,3311.00144
-5,1466,3312.25668
-4,3000,3314.857336
-5,2248,3316.800444
-2,3000,3319.400902
-4,984,3320.257949
-5,1737,3321.780566
-5,1963,3323.471044
-2,3000,3326.097062
-5,1370,3327.264862
-4,1730,3328.86317
-5,1529,3330.205664
-5,1654,3331.712586
-5,1679,3333.172643
-5,1137,3334.150955
-2,3000,3336.760653
-5,1950,3338.490645
-5,2536,3340.659433
-5,2976,3343.248551
-5,1844,3344.79732
-5,1470,3346.08211
-5,2244,3348.005907
-5,2916,3350.50925
-3,3000,3353.125132
-5,1407,3354.53978
-4,2014,3356.228099
-4,1481,3357.495208
-5,2217,3359.448015
-5,1721,3361.050703
-5,812,3361.760388
-5,2926,3364.266166
-2,3000,3366.816566
-5,2272,3369.092855
-5,1838,3370.739042
-5,2420,3372.770177
-3,3000,3375.341798
-5,1669,3376.749097
-5,842,3377.497968
-5,1538,3378.805372
-5,1143,3379.75646
-3,3000,3382.304965
-4,1800,3383.807141
-5,1477,3385.053098
-5,2416,3387.060044
-5,1749,3388.553737
-3,2214,3390.456766
-4,967,3391.254367
-5,1177,3392.642517
-5,1932,3394.770833
-5,1504,3396.576916
-2,3000,3399.714617
-3,3000,3402.495052
-5,2709,3404.833463
-5,2135,3406.665548
-5,2723,3409.04061
-4,2584,3411.720383
-5,1333,3413.606843
-5,1610,3415.359985
-5,2187,3417.380577
-4,2274,3419.352856
-5,907,3420.117781
-4,2541,3422.264421
-5,2029,3424.06395
-5,1100,3425.013893
-5,1174,3425.997058
-5,1051,3426.899648
-5,2277,3428.893462
-5,1271,3429.951706
-5,1176,3430.976099
-5,2305,3433.71945
-5,2303,3436.482929
-3,3000,3440.134934
-5,2030,3442.61754
-5,1083,3443.952567
-5,1798,3446.176242
-5,2236,3448.922404
-5,1424,3450.779579
-5,1490,3452.531159
-5,1759,3454.704123
-5,2542,3457.776
-4,1791,3460.001774
-5,942,3461.189736
-4,2257,3463.886665
-2,3000,3467.577067
-4,3000,3471.235737
-4,1710,3473.406793
-5,1353,3475.030534
-5,2750,3478.513282
-5,1185,3479.924636
-4,3000,3483.734733
-5,1556,3485.62619
-5,1622,3487.721061
-5,1921,3490.132437
-4,3000,3493.860173
-5,1732,3495.973778
-5,1901,3498.183174
-5,1646,3500.215115
-4,3000,3503.869885
-5,1962,3506.225551
-5,2661,3509.335228
-2,3000,3513.027475
-4,2580,3516.286163
-5,1507,3518.024646
-5,1575,3520.041584
-5,1520,3522.042798
-5,1092,3523.549792
-5,2033,3526.038316
-3,3000,3529.752673
-5,1393,3531.580957
-5,2634,3534.658673
-4,2031,3537.104038
-5,2735,3540.496716
-3,3000,3544.157619
-5,2458,3547.071733
-5,1721,3549.285419
-4,3000,3553.118736
-4,3000,3556.610584
-5,2277,3558.971385
-5,1528,3560.657651
-3,2905,3566.257904
-1,3000,3568.879816
-4,3000,3571.44272
-5,1004,3572.300565
-5,2985,3574.874547
-5,2465,3576.973647
-5,2465,3581.141085
-4,2750,3585.191334
-5,2080,3587.197135
-5,2169,3589.063884
-5,2820,3591.430135
-2,3000,3593.973584
-3,3000,3596.497162
-3,3000,3599.118396
-5,2139,3600.953829
-4,2647,3603.231754
-3,3000,3606.433435
-5,1954,3608.917509
-5,1358,3611.056568
-5,2190,3615.801393
-5,2177,3619.034092
-3,3000,3623.878547
-5,2471,3627.725206
-4,1454,3629.164184
-5,1897,3631.640779
-2,3000,3636.218529
-3,3000,3640.149392
-5,2195,3642.034512
-5,1414,3643.434667
-5,2263,3645.583238
-5,2396,3647.871059
-5,1687,3649.320195
-5,1175,3650.319085
-3,2064,3652.063588
-5,2732,3654.481814
-4,1892,3656.077135
-5,2068,3657.858644
-5,1821,3659.421213
-4,3000,3662.185543
-5,2703,3664.507663
-3,3000,3667.045421
-4,2239,3668.953269
-5,1373,3670.138569
-5,2233,3672.015613
-5,1366,3673.500965
-4,2305,3676.068749
-1,3000,3678.798012
-5,1596,3680.152311
-4,3000,3682.74845
-4,1746,3684.254389
-4,1470,3685.534082
-4,1675,3686.946813
-2,3000,3689.509701
-5,2194,3691.365557
-5,1938,3693.033638
-3,3000,3695.56725
-5,2623,3697.975839
-5,988,3698.903313
-5,1623,3700.2996
-4,2363,3702.368686
-4,2211,3704.260197
-5,605,3704.781373
-5,2281,3706.731378
-5,2809,3709.194905
-4,3000,3711.750772
-4,1658,3713.209239
-5,1911,3714.98443
-5,1868,3716.66461
-5,2378,3719.027831
-4,3000,3721.846158
-5,1320,3723.052099
-3,3000,3725.707492
-4,2668,3728.02197
-4,3000,3730.725831
-4,2631,3733.205674
-5,1413,3734.628864
-5,2687,3737.006366
-3,3000,3739.585458
-5,1588,3741.014714
-5,2368,3743.011637
-4,3000,3745.591802
-5,2635,3747.824514
-4,1752,3749.351295
-3,1522,3750.659099
-4,2727,3753.027714
-5,1681,3754.452846
-5,1803,3756.098971
-5,2666,3758.558029
-4,2762,3761.101906
-4,3000,3764.457387
-3,2652,3766.987672
-3,3000,3769.63792
-5,2132,3772.073792
-4,3000,3775.141993
-3,3000,3777.717231
-2,3000,3780.349168
-4,2966,3783.025053
-4,1488,3785.101252
-2,3000,3789.358863
-5,2854,3793.800081
-5,1701,3795.945444
-5,1892,3798.288204
-4,3000,3802.932676
-3,2368,3806.167418
-5,2123,3808.830525
-5,2089,3811.492598
-2,3000,3815.378516
-5,1227,3816.891776
-2,3000,3821.52895
-5,1557,3823.550467
-3,3000,3828.266726
-3,3000,3832.205834
-5,2192,3834.83679
-5,1011,3836.15564
-5,2841,3839.803208
-2,3000,3843.520197
-2,3000,3847.258047
-4,2647,3850.53543
-4,3000,3854.246057
-2,3000,3858.042236
-5,2658,3861.49103
-5,2805,3864.990946
-3,3000,3868.633787
-5,2196,3871.365459
-3,3000,3875.045852
0,3000,3878.928734
-4,3000,3882.654132
-1,3000,3886.109951
-2,3000,3889.896018
-4,2471,3893.076888
-5,1392,3894.701678
-5,1631,3896.82363
-4,3000,3900.488554
-5,2199,3903.196961
-5,2468,3906.158451
-3,3000,3909.92575
-4,1972,3914.284762
-5,2484,3916.531476
-5,2109,3918.342764
-5,1708,3919.940544
-2,2271,3921.991774
-2,3000,3924.685709
-3,2516,3926.992805
-2,3000,3929.618691
-3,3000,3932.233947
-3,3000,3934.881694
-4,2378,3937.023242
-4,3000,3939.69345
-3,3000,3942.359865
-5,2660,3944.678796
-5,966,3945.506387
-1,3000,3948.198883
-5,1282,3949.447082
-5,1908,3951.093801
-4,1814,3952.677862
-5,1806,3954.737227
-3,2810,3957.249733
-4,2589,3959.455904
-5,1901,3961.225512
-3,3000,3963.833016
-4,3000,3966.436989
-4,3000,3969.051748
-5,2186,3970.910548
-4,3000,3973.508076
-3,3000,3976.071907
-2,3000,3978.592872
-5,2632,3980.832281
-2,3000,3983.421535
-2,3000,3985.966716
-3,2773,3988.362602
-1,3000,3990.95248
-2,3000,3993.531016
-4,3000,3996.133292
-3,3000,3998.761441
-4,1739,4000.254263
-4,2757,4002.629435
-5,1197,4003.648682
-5,2367,4005.653884
-3,3000,4008.21306
-5,1337,4009.351392
-5,1806,4010.89917
-5,2185,4012.724356
-5,2545,4014.898514
-5,1327,4016.005509
-4,1632,4017.392292
-3,3000,4019.899647
-2,3000,4022.451141
-5,2778,4024.831307
-5,2585,4027.04177
-5,2175,4028.873297
-5,2885,4031.346478
-5,2068,4033.075413
-3,3000,4035.752564
-2,3000,4038.323725
-4,1579,4039.643747
-4,3000,4042.185961
-5,997,4043.021795
-4,3000,4045.567447
-4,2325,4047.498596
-5,1610,4048.872504
-4,3000,4051.400818
-4,3000,4053.964205
-3,3000,4056.493536
-5,2908,4058.983716
-3,3000,4061.539997
-5,1160,4062.54445
